"Termes_Officialises",Type_Officialisation,"Domaines",Date_fiche,Date_officialisation,Definition,Equivalent_anglais,URL_fiche 
"régime de retraite du secteur public (n. m.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1992-07-01,Régime de retraite établi par un organisme du secteur public à l'intention de son personnel ou de ses membres.,public sector plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299189/regime-de-retraite-du-secteur-public
"vivaneau à queue jaune (n. m.)",recommandation,"zoologie > ichtyologie;alimentation > poisson comestible",2012-05-03,1990-07-01,,yellowtail snapper,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299192/vivaneau-a-queue-jaune
"voie de recours (n. f.)",recommandation,"droit",2000-07-01,1996-10-31,"Moyen juridictionnel prévu par la loi en vue de la réformation, de la rétractation ou de l'annulation de décisions juridictionnelles ou administratives.",mode of review,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299198/voie-de-recours
"voie de droit (n. f.)",recommandation,"droit",2001-07-01,1996-10-31,Moyen offert par la loi pour assurer la sanction d'un droit.,remedy,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299199/voie-de-droit
"règlement du tribunal (n. m.)",recommandation,"droit > droit judiciaire",2000-07-01,1996-10-31,"Ensemble de règles édictées par une juridiction, qui énonce en détail la procédure suivie dans les affaires qui lui sont soumises ainsi que son fonctionnement interne.",rules of practice,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299200/reglement-du-tribunal
"procédure (n. f.)",recommandation,"droit > procédure",2000-07-01,1996-10-31,Ensemble des actes successivement accomplis pour parvenir à une décision juridictionnelle ou administrative.,proceedings,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299201/procedure
"procédure (n. f.)",recommandation,"droit > procédure",2000-07-01,1996-11-01,Ensemble des règles gouvernant un type de procès.,procedure,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299202/procedure
"procédure (n. f.)",recommandation,"droit > procédure",2000-07-01,1996-11-01,"Branche du droit ayant pour objet de déterminer les règles d'organisation des tribunaux, ainsi que les règles de compétence, d'instruction des procès et d'exécution des décisions juridictionnelles.",adjective law,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299203/procedure
"nonobstant (prép.)",recommandation,"droit",2000-02-01,1996-10-31,Sans être empêché par.,notwithstanding,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299204/nonobstant
"à charge d'appel (loc. adv.)",recommandation,"droit > droit judiciaire",2000-02-01,1996-10-31,Sous réserve du droit d'appel.,subject to appeal,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299205/a-charge-dappel
"prononcer (v.)",recommandation,"droit > procédure",2001-07-01,1996-10-31,"Pour un juge ou un tribunal, énoncer officiellement une décision, de manière solennelle.",pronounce,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299207/prononcer
"procédure en cours (n. f.)",recommandation,"droit > procédure",2005-06-01,1996-10-31,"Processus de décision, juridictionnel ou administratif, envisagé comme en cours par référence à un moment précis, qui, souvent, est la date d'entrée en vigueur d'une loi nouvelle.",pending case,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299208/procedure-en-cours
"en premier et dernier ressort (loc. adj.)",recommandation,"droit",2000-02-01,1996-11-01,"Se dit d'une décision rendue par la juridiction du premier degré et non susceptible d'appel, et de la compétence pour rendre une telle décision.",without appeal,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299210/en-premier-et-dernier-ressort
"en dernier ressort (loc. adj.)",recommandation,"droit",2000-06-01,1996-11-01,"Se dit d'une décision non susceptible d'appel, et de la compétence pour rendre une telle décision.",without appeal,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299211/en-dernier-ressort
"en premier ressort (loc. adj.)",recommandation,"droit",2000-02-01,1996-11-01,"Se dit d'une décision rendue par la juridiction du premier degré et susceptible d'appel, et de la compétence pour rendre une telle décision.",subject to appeal,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299212/en-premier-ressort
"école à classe unique (n. f.)",recommandation,"éducation > enseignement primaire;éducation > gestion de l'enseignement",1998-01-01,1983-08-01,École ne comportant qu'une seule classe.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299213/ecole-a-classe-unique
"dispense (n. f.)",recommandation,"éducation > admission",1998-01-01,1984-08-01,Autorisation qui soustrait un élève à l'obligation de satisfaire à une condition normalement imposée.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299214/dispense
"gentilé (n. m.)",recommandation,"linguistique",2022-02-22,1982-03-01,Dénomination des habitants par rapport au lieu où ils habitent.,gentilic,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299216/gentile
"pourvoyeur (n. m.);pourvoyeuse (n. f.)",recommandation,"loisir > loisir de plein air;hébergement touristique et tourisme;appellation de personne > appellation d'emploi",1998-01-01,1995-12-01,Personne physique ou morale à qui les pouvoirs publics ont accordé le droit d'exploiter une pourvoirie à des fins commerciales.,outfitter,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299221/pourvoyeur
"pourvoirie (n. f.)",recommandation,"loisir > loisir de plein air;hébergement touristique et tourisme;entreprise > entreprise commerciale",1998-01-01,1995-12-01,"Établissement qui offre des installations et des services pour la pratique de la chasse, de la pêche et du piégeage.",outfitter,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299222/pourvoirie
"cinémométrie (n. f.)",recommandation,"route > circulation routière",1998-01-01,1995-12-01,Mesure de la vitesse des véhicules.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299223/cinemometrie
"cinémométrie (n. f.)",recommandation,"route > circulation routière;marine > radionavigation maritime",1998-01-01,1995-12-01,Technique consistant à contrôler à distance la vitesse des véhicules routiers et des bateaux.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299224/cinemometrie
"constituant (n. m.);constituante (n. f.)",recommandation,"droit > droit civil;appellation de personne",2000-07-01,1980-10-01,Personne qui constitue une fiducie en y transférant tout ou partie de son patrimoine en faveur de quelqu'un.,settlor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299235/constituant
"délivrer (v.)",recommandation,"droit",2000-05-01,1994-03-01,"Remettre officiellement un document constatant un acte juridique, spécialement une autorisation ou une attestation.",issue,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299242/delivrer
"rente viagère certaine (n. f.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Rente viagère dont le service continue après le décès du participant lorsque la période minimale de service de la rente prévue au régime n'est pas terminée.,annuity with x-year guarantee,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299243/rente-viagere-certaine
"rente temporaire (n. f.)",recommandation,"assurance > service de la rente",1998-01-01,1994-03-01,"Rente dont le service cesse au terme de la période prévue au régime ou au décès du participant, s'il survient avant.",temporary life annuity,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299245/rente-temporaire
"rente certaine (n. f.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Rente servie pendant une période dont le terme est connu.,annuity certain,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299246/rente-certaine
"aréna (n. m.) [Québec/Canada]",recommandation,"sport > installation sportive;sport > patinage",2011-07-27,1989-11-01,Bâtiment où se trouve une piste de patinage entourée de gradins.,skating arena,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299250/arena
"rente réversible (n. f.)",recommandation,"assurance > rente",1998-01-01,1994-03-01,"Rente qui, en tout ou en partie, continue d'être servie à une autre personne sa vie durant après le décès du participant.",joint and last survivor annuity,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299253/rente-reversible
"régime de retraite supplémentaire (n. m.)",recommandation,"assurance > régime de retraite",1998-01-01,1994-09-01,Régime de retraite dont les prestations s'ajoutent à celles d'un régime de retraite complémentaire.,excess benefit plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299257/regime-de-retraite-supplementaire
"âge scolaire (n. m.)",recommandation,"éducation > gestion de l'enseignement",1998-01-01,1982-05-01,Âge correspondant à la période de la scolarité obligatoire.,school age,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299258/age-scolaire
"contrat collectif de rentes (n. m.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1990-11-01,Contrat établi au bénéfice d'un groupe de personnes et prévoyant le versement de rentes de retraite ou de garanties accessoires.,group annuity contract,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299264/contrat-collectif-de-rentes
"promulgation (n. f.)",recommandation,"droit > droit constitutionnel",2000-07-01,1993-03-31,"Acte par lequel le chef de l'État, le plus souvent dans un régime présidentiel, authentifie le texte de la loi, constate la régularité de son adoption et la déclare valable.",,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299272/promulgation
"coefficient d'ajournement (n. m.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1992-02-01,Taux d'augmentation appliqué au montant de la rente lorsque la retraite est prise après l'âge de la retraite normale.,postponed retirement factor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299277/coefficient-dajournement
"politique (n. f.)",recommandation,"gestion",1998-01-01,1992-09-01,Ensemble de principes généraux adoptés par une organisation privée ou publique pour l'exercice de ses activités.,policy,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299280/politique
"aluminerie (n. f.)",recommandation,"métallurgie > aluminium;industrie",2000-10-31,1991-07-01,Usine de production de l'aluminium à partir de l'électrolyse de l'alumine.,aluminum smelter,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299281/aluminerie
"régime de retraite particulier (n. m.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1992-07-01,Régime de retraite établi par un promoteur à l'intention d'un groupe de personnes.,private pension plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299283/regime-de-retraite-particulier
"sanction (n. f.)",recommandation,"droit > droit constitutionnel",2000-07-01,1992-09-01,"Acte par lequel, dans une monarchie constitutionnelle, le souverain ou son représentant approuve une loi après son adoption.",assent,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299284/sanction
"guide (n. m.)",recommandation,"gestion > planification et programmation de gestion",1998-01-01,1992-09-01,"Document administratif à caractère pédagogique qui vise à faciliter l'application des prescriptions d'une politique, d'une directive ou éventuellement d'une norme, sans en avoir le caractère contraignant.",guide,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299286/guide
"procédure (n. f.)",recommandation,"gestion > technique de gestion",2021-06-03,1992-09-01,"Ensemble des étapes à franchir, des moyens à prendre et des méthodes à suivre dans l'exécution d'une tâche.",procedure,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299287/procedure
"plan (n. m.)",recommandation,"gestion > planification et programmation de gestion",2003-05-01,1992-09-01,"Ensemble structuré des objectifs que se fixe une organisation privée ou publique, ainsi que des moyens qu'elle se donne pour les atteindre.",plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299288/plan
"directive (n. f.)",recommandation,"gestion",2003-12-01,1992-09-01,"Prescription qui émane d'une autorité administrative et qui détermine la ligne de conduite à adopter, l'orientation à suivre ou la façon de procéder.",directive,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299289/directive
"programme (n. m.)",recommandation,"gestion > planification et programmation de gestion",2023-07-14,2023-06-30,Ensemble cohérent et structuré d'actions mises en œuvre par une organisation afin d'atteindre des objectifs déterminés.,program,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299290/programme
"régime de retraite par répartition (n. m.)",recommandation,"assurance > régime de retraite;assurance > rente",1998-01-01,1992-07-01,Régime dont le financement repose sur l'équilibre entre les entrées et les sorties de fonds.,pay-as-you-go pension plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299291/regime-de-retraite-par-repartition
